	Anchor 1	Anchor 2	Alternative 1.1	Alternative 1.2	Correct Alternative	ID	# Votes out of 5 for Correct Alternative	style type
10	It can be viewed as a nationalist concept, in so far as it is evocative of emotions related to family ties and links them to national identity and patriotism, but in the English language it can also simply mean the country of one's birth or origin.	It can be viewed as a nationalist concept, in so far as it's evocative of emotions related to family ties and links them to national identity and patriotism, but in the English language it can also simply mean the country of one's birth or origin.	The song was originally intended for Roy Orbison, who recorded it in 1987, the year before his death, but his version was not released until 1992, after Lauper's version became a top 10 hit on both sides of the Atlantic in 1989.	The song was originally intended for Roy Orbison, who recorded it in 1987, the year before his death, but his version wasn't released until 1992, after Lauper's version became a top 10 hit on both sides of the Atlantic in 1989.	1	QQ_wiki-10-ction-10_wiki-90-ction-90--0		contraction
11	In modern Japanese, it is mostly used to gloss rare kanji, to clarify rare, nonstandard or ambiguous kanji readings, or in children's or learners' materials.	In modern Japanese, it's mostly used to gloss rare kanji, to clarify rare, nonstandard or ambiguous kanji readings, or in children's or learners' materials.	Herrnstein and political scientist Charles Murray, in which the authors argue that human intelligence is substantially influenced by both inherited and environmental factors and that it is a better predictor of many personal dynamics, including financial income, job performance, birth out of wedlock, and involvement in crime than are an individual's parental socioeconomic status.	Herrnstein and political scientist Charles Murray, in which the authors argue that human intelligence is substantially influenced by both inherited and environmental factors and that it's a better predictor of many personal dynamics, including financial income, job performance, birth out of wedlock, and involvement in crime than are an individual's parental socioeconomic status.	1	QQ_wiki-11-ction-11_wiki-34-ction-34--0		contraction
12	The government of Greenland doesn't have control of Greenland's military or foreign affairs	The government of Greenland does not have control of Greenland's military or foreign affairs	It is not a specialized area of sociology but instead deals with broad fundamental questions about the extent and limits of social influences on individuals' lives and the social-cultural basics of our knowledge about the world.	It isn't a specialized area of sociology but instead deals with broad fundamental questions about the extent and limits of social influences on individuals' lives and the social-cultural basics of our knowledge about the world.	2	QQ_ction-12-wiki-12_wiki-65-ction-65--1		contraction
13	A hobby is a regular activity that is done for enjoyment, typically during one's leisure time	A hobby is a regular activity that's done for enjoyment, typically during one's leisure time	In modern Japanese, it's mostly used to gloss rare kanji, to clarify rare, nonstandard or ambiguous kanji readings, or in children's or learners' materials.	In modern Japanese, it is mostly used to gloss rare kanji, to clarify rare, nonstandard or ambiguous kanji readings, or in children's or learners' materials.	2	QQ_wiki-13-ction-13_ction-11-wiki-11--1		contraction
14	In that time, it's become one of the world's most significant financial and cultural capital cities.	In that time, it has become one of the world's most significant financial and cultural capital cities.	Will doesn't refer to any particular desire, but rather to the mechanism for choosing from among one's desires.	Will does not refer to any particular desire, but rather to the mechanism for choosing from among one's desires.	1	QQ_ction-14-wiki-14_ction-78-wiki-78--0		contraction
15	"Ham is pork from a leg cut that has been preserved by wet or dry curing, with or without smoking.""Bacon: Bacon and Ham Curing"" in Chambers's Encyclopædia."	"Ham is pork from a leg cut that's been preserved by wet or dry curing, with or without smoking.""Bacon: Bacon and Ham Curing"" in Chambers's Encyclopædia."	Rigging comprises the system of ropes, cables and chains, which support a sailing ship or sail boat's masts—standing rigging, including shrouds and stays—and which adjust the position of the vessel's sails and spars to which they're attached—the running rigging, including halyards, braces, sheets and vangs.	Rigging comprises the system of ropes, cables and chains, which support a sailing ship or sail boat's masts—standing rigging, including shrouds and stays—and which adjust the position of the vessel's sails and spars to which they are attached—the running rigging, including halyards, braces, sheets and vangs.	2	QQ_wiki-15-ction-15_ction-53-wiki-53--1		contraction
16	John DowlandWhile orthographic evidence from Dowland's time strongly suggests a pronunciation of  for the last name, there is no consensus on the correct pronunciation	John DowlandWhile orthographic evidence from Dowland's time strongly suggests a pronunciation of  for the last name, there's no consensus on the correct pronunciation	A definition of music endeavors to give an accurate and concise explanation of music's basic attributes or essential nature and it involves a process of defining what's meant by the term music	A definition of music endeavors to give an accurate and concise explanation of music's basic attributes or essential nature and it involves a process of defining what is meant by the term music	2	QQ_wiki-16-ction-16_ction-8-wiki-8--1		contraction
17	Joel Marangella is an American oboist who's performed in concert with many of the world's leading orchestras	Joel Marangella is an American oboist who has performed in concert with many of the world's leading orchestras	"In this work the author seeks to fill in the ""lost"" years of Jesus through the eyes of Jesus' childhood pal, ""Levi bar Alphaeus who is called Biff""."	"In this work the author seeks to fill in the ""lost"" years of Jesus through the eyes of Jesus' childhood pal, ""Levi bar Alphaeus who's called Biff""."	2	QQ_ction-17-wiki-17_wiki-100-ction-100--1		contraction
18	"In philosophy and logic, the classical liar paradox or liar's paradox or antinomy of the liar is the statement of a liar that he or she is lying: for instance, declaring that ""I am lying"""	"In philosophy and logic, the classical liar paradox or liar's paradox or antinomy of the liar is the statement of a liar that he or she's lying: for instance, declaring that ""I am lying"""	"Snowshoes work by distributing the weight of the person over a larger area so that the person's foot doesn't sink completely into the snow, a quality called ""flotation""."	"Snowshoes work by distributing the weight of the person over a larger area so that the person's foot does not sink completely into the snow, a quality called ""flotation""."	2	QQ_wiki-18-ction-18_ction-86-wiki-86--1		contraction
19	In Ovid's Metamorphoses he's the son of Sleep, who appears in dreams in human form.	In Ovid's Metamorphoses he is the son of Sleep, who appears in dreams in human form.	In that time, it has become one of the world's most significant financial and cultural capital cities.	In that time, it's become one of the world's most significant financial and cultural capital cities.	2	QQ_ction-19-wiki-19_wiki-14-ction-14--1		contraction
20	In probability theory and statistics, a central moment is a moment of a probability distribution of a random variable about the random variable's mean; that is, it's the expected value of a specified integer power of the deviation of the random variable from the mean	In probability theory and statistics, a central moment is a moment of a probability distribution of a random variable about the random variable's mean; that is, it is the expected value of a specified integer power of the deviation of the random variable from the mean	"Ham is pork from a leg cut that has been preserved by wet or dry curing, with or without smoking.""Bacon: Bacon and Ham Curing"" in Chambers's Encyclopædia."	"Ham is pork from a leg cut that's been preserved by wet or dry curing, with or without smoking.""Bacon: Bacon and Ham Curing"" in Chambers's Encyclopædia."	2	QQ_ction-20-wiki-20_wiki-15-ction-15--1		contraction
21	The disciplines aren't all races or timed-speed events, as several disciplines test a competitor's various riding skills.	The disciplines are not all races or timed-speed events, as several disciplines test a competitor's various riding skills.	A coroner may conduct or order an inquest into the manner or cause of death, and investigate or confirm the identity of an unknown person who has been found dead within the coroner's jurisdiction.	A coroner may conduct or order an inquest into the manner or cause of death, and investigate or confirm the identity of an unknown person who's been found dead within the coroner's jurisdiction.	2	QQ_ction-21-wiki-21_wiki-95-ction-95--1		contraction
22	Designed to transport very large semi-submersible drilling rigs above the transport ship's deck, it is equipped with 38 cabins to accommodate 60 people, a workout room, sauna and swimming facilities.	Designed to transport very large semi-submersible drilling rigs above the transport ship's deck, it's equipped with 38 cabins to accommodate 60 people, a workout room, sauna and swimming facilities.	In telecommunication, Carson's bandwidth rule defines the approximate bandwidth requirements of communications system components for a carrier signal that's frequency modulated by a continuous or broad spectrum of frequencies rather than a single frequency	In telecommunication, Carson's bandwidth rule defines the approximate bandwidth requirements of communications system components for a carrier signal that is frequency modulated by a continuous or broad spectrum of frequencies rather than a single frequency	2	QQ_wiki-22-ction-22_ction-41-wiki-41--1		contraction
23	A men's basketball tournament was first held at the 1904 Olympics as a demonstration; it's been held at every Summer Olympics since 1936.	A men's basketball tournament was first held at the 1904 Olympics as a demonstration; it has been held at every Summer Olympics since 1936.	The disciplines aren't all races or timed-speed events, as several disciplines test a competitor's various riding skills.	The disciplines are not all races or timed-speed events, as several disciplines test a competitor's various riding skills.	1	QQ_ction-23-wiki-23_ction-21-wiki-21--0		contraction
24	In a poker game with more than one betting round, an out is  any unseen card that, if drawn, will improve a player's hand to one that is likely to win	In a poker game with more than one betting round, an out is  any unseen card that, if drawn, will improve a player's hand to one that's likely to win	Produced entirely by cosmic ray spallation and supernovae and not by stellar nucleosynthesis, it is a low-abundance element in the Solar system and in the Earth's crust.	Produced entirely by cosmic ray spallation and supernovae and not by stellar nucleosynthesis, it's a low-abundance element in the Solar system and in the Earth's crust.	1	QQ_wiki-24-ction-24_wiki-1-ction-1--0		contraction
25	For example, in seven-card stud this is two downcards and one upcard, in Texas hold 'em it is two downcards, and in five-card draw it is five cards.	For example, in seven-card stud this is two downcards and one upcard, in Texas hold 'em it's two downcards, and in five-card draw it's five cards.	A folktale recorded by John O'Donovan in 1835 relates how the Fomorian warrior Balor, to frustrate a prophecy that he would be killed by his own grandson, imprisons his only daughter Eithne in the tower of Tory Island, away from any contact with men.	A folktale recorded by John O'Donovan in 1835 relates how the Fomorian warrior Balor, to frustrate a prophecy that he'd be killed by his own grandson, imprisons his only daughter Eithne in the tower of Tory Island, away from any contact with men.	1	QQ_wiki-25-ction-25_wiki-84-ction-84--0		contraction
26	All of its isotopes are radioactive; it's extremely rare, with only about 500-600 grams naturally occurring in Earth's crust at any given time, and one of only two such elements that are followed in the periodic table by elements with stable forms, a distinction shared with technetium.	All of its isotopes are radioactive; it is extremely rare, with only about 500-600 grams naturally occurring in Earth's crust at any given time, and one of only two such elements that are followed in the periodic table by elements with stable forms, a distinction shared with technetium.	"It is a comparatively rarely used case, though it is found in some commonly used expressions, such as omin silmin → ""with one's own eyes""."	"It is a comparatively rarely used case, though it's found in some commonly used expressions, such as omin silmin → ""with one's own eyes""."	2	QQ_ction-26-wiki-26_wiki-43-ction-43--1		contraction
27	Typically, it is a journey to a shrine or other location of importance to a person's beliefs and faith, although sometimes it can be a metaphorical journey into someone's own beliefs.	Typically, it's a journey to a shrine or other location of importance to a person's beliefs and faith, although sometimes it can be a metaphorical journey into someone's own beliefs.	In the Middle Welsh prose tale Culhwch ac Olwen, he is named as a member of Arthur's retinue and takes part in the quest to win the hand of Olwen for Arthur's cousin, Culhwch.	In the Middle Welsh prose tale Culhwch ac Olwen, he's named as a member of Arthur's retinue and takes part in the quest to win the hand of Olwen for Arthur's cousin, Culhwch.	1	QQ_wiki-27-ction-27_wiki-83-ction-83--0		contraction
28	According to the Constitution of Russia, the President of Russia is head of state, and of a multi-party system with executive power exercised by the government, headed by the Prime Minister, who is appointed by the President with the parliament's approval.	According to the Constitution of Russia, the President of Russia is head of state, and of a multi-party system with executive power exercised by the government, headed by the Prime Minister, who's appointed by the President with the parliament's approval.	"It is the only move in chess in which a player moves two pieces in the same move, and it's the only move aside from the knight's move where a piece can be said to ""jump over"" another."	"It is the only move in chess in which a player moves two pieces in the same move, and it is the only move aside from the knight's move where a piece can be said to ""jump over"" another."	2	QQ_wiki-28-ction-28_ction-50-wiki-50--1		contraction
29	According to the Constitution of Somalia, the President of Somalia is head of state, and Prime Minister as head of government who's appointed by the President with the parliament's approval.	According to the Constitution of Somalia, the President of Somalia is head of state, and Prime Minister as head of government who is appointed by the President with the parliament's approval.	A coroner may conduct or order an inquest into the manner or cause of death, and investigate or confirm the identity of an unknown person who has been found dead within the coroner's jurisdiction.	A coroner may conduct or order an inquest into the manner or cause of death, and investigate or confirm the identity of an unknown person who's been found dead within the coroner's jurisdiction.	2	QQ_ction-29-wiki-29_wiki-95-ction-95--1		contraction
30	The Miller test, also called the three-prong obscenity test, is the United States Supreme Court's test for determining whether speech or expression can be labeled obscene, in which case it's not protected by the First Amendment to the United States Constitution and can be prohibited.	The Miller test, also called the three-prong obscenity test, is the United States Supreme Court's test for determining whether speech or expression can be labeled obscene, in which case it is not protected by the First Amendment to the United States Constitution and can be prohibited.	Although they weren't marketed under this title until the August–September 1971 issues of New Gods and Forever People, the terms Fourth World and Jack Kirby's Fourth World have gained usage in the years since.	Although they were not marketed under this title until the August–September 1971 issues of New Gods and Forever People, the terms Fourth World and Jack Kirby's Fourth World have gained usage in the years since.	1	QQ_ction-30-wiki-30_ction-75-wiki-75--0		contraction
31	Published in 1977, it's King's third published novel and first hardback bestseller: the success of the book firmly established King as a preeminent author in the horror genre.	Published in 1977, it is King's third published novel and first hardback bestseller: the success of the book firmly established King as a preeminent author in the horror genre.	The equation was proposed by Svante Arrhenius in 1889, based on the work of Dutch chemist Jacobus Henricus van 't Hoff who had noted in 1884 that Van 't Hoff's equation for the temperature dependence of equilibrium constants suggests such a formula for the rates of both forward and reverse reactions.	The equation was proposed by Svante Arrhenius in 1889, based on the work of Dutch chemist Jacobus Henricus van 't Hoff who'd noted in 1884 that Van 't Hoff's equation for the temperature dependence of equilibrium constants suggests such a formula for the rates of both forward and reverse reactions.	2	QQ_ction-31-wiki-31_wiki-47-ction-47--1		contraction
32	Although Togo's foreign policy is nonaligned, it's strong historical and cultural ties with western Europe, especially France and Germany	Although Togo's foreign policy is nonaligned, it has strong historical and cultural ties with western Europe, especially France and Germany	Hope is an optimistic state of mind that is based on an expectation of positive outcomes with respect to events and circumstances in one's life or the world at large.	Hope is an optimistic state of mind that's based on an expectation of positive outcomes with respect to events and circumstances in one's life or the world at large.	2	QQ_ction-32-wiki-32_wiki-52-ction-52--1		contraction
33	First performed on 14 February 1895 at the St James's Theatre in London, it's a farcical comedy in which the protagonists maintain fictitious personæ to escape burdensome social obligations.	First performed on 14 February 1895 at the St James's Theatre in London, it is a farcical comedy in which the protagonists maintain fictitious personæ to escape burdensome social obligations.	Published in 1977, it is King's third published novel and first hardback bestseller: the success of the book firmly established King as a preeminent author in the horror genre.	Published in 1977, it's King's third published novel and first hardback bestseller: the success of the book firmly established King as a preeminent author in the horror genre.	2	QQ_ction-33-wiki-33_wiki-31-ction-31--1		contraction
34	Herrnstein and political scientist Charles Murray, in which the authors argue that human intelligence is substantially influenced by both inherited and environmental factors and that it is a better predictor of many personal dynamics, including financial income, job performance, birth out of wedlock, and involvement in crime than are an individual's parental socioeconomic status.	Herrnstein and political scientist Charles Murray, in which the authors argue that human intelligence is substantially influenced by both inherited and environmental factors and that it's a better predictor of many personal dynamics, including financial income, job performance, birth out of wedlock, and involvement in crime than are an individual's parental socioeconomic status.	"Snowshoes work by distributing the weight of the person over a larger area so that the person's foot doesn't sink completely into the snow, a quality called ""flotation""."	"Snowshoes work by distributing the weight of the person over a larger area so that the person's foot does not sink completely into the snow, a quality called ""flotation""."	2	QQ_wiki-34-ction-34_ction-86-wiki-86--1		contraction
35	With an area of , it's the world's smallest independent state.	With an area of , it is the world's smallest independent state.	Set in 1900, it's about a group of female students at an Australian girls' boarding school who vanish at Hanging Rock while on a Valentine's Day picnic, and the effects the disappearances have on the school and local community.	Set in 1900, it is about a group of female students at an Australian girls' boarding school who vanish at Hanging Rock while on a Valentine's Day picnic, and the effects the disappearances have on the school and local community.	1	QQ_ction-35-wiki-35_ction-70-wiki-70--0		contraction
36	Earth's body of soil is the pedosphere, which has four important functions: it's a medium for plant growth; it's a means of water storage, supply and purification; it's a modifier of Earth's atmosphere; it's a habitat for organisms; all of which, in turn, modify the soil.	Earth's body of soil is the pedosphere, which has four important functions: it is a medium for plant growth; it is a means of water storage, supply and purification; it is a modifier of Earth's atmosphere; it is a habitat for organisms; all of which, in turn, modify the soil.	A definition of music endeavors to give an accurate and concise explanation of music's basic attributes or essential nature and it involves a process of defining what's meant by the term music	A definition of music endeavors to give an accurate and concise explanation of music's basic attributes or essential nature and it involves a process of defining what is meant by the term music	1	QQ_ction-36-wiki-36_ction-8-wiki-8--0		contraction
37	The unexpected hanging paradox or hangman paradox is a paradox about a person's expectations about the timing of a future event which they're told will occur at an unexpected time	The unexpected hanging paradox or hangman paradox is a paradox about a person's expectations about the timing of a future event which they are told will occur at an unexpected time	Although the start of the history of film is not clearly defined, the commercial, public screening of ten of Lumière brothers' short films in Paris on 28 December 1895 can be regarded as the breakthrough of projected cinematographic motion pictures	Although the start of the history of film isn't clearly defined, the commercial, public screening of ten of Lumière brothers' short films in Paris on 28 December 1895 can be regarded as the breakthrough of projected cinematographic motion pictures	2	QQ_ction-37-wiki-37_wiki-9-ction-9--1		contraction
38	A straw man is a common form of argument and is an informal fallacy based on giving the impression of refuting an opponent's argument, while actually refuting an argument that was not presented by that opponent	A straw man is a common form of argument and is an informal fallacy based on giving the impression of refuting an opponent's argument, while actually refuting an argument that wasn't presented by that opponent	In Gallo-Roman religion, Alisanos or Alisaunus was a local god worshipped in what's now the Côte-d'Or in Burgundy and at Aix-en-Provence.L'Arbre Celtique entry for Alisanus.	In Gallo-Roman religion, Alisanos or Alisaunus was a local god worshipped in what is now the Côte-d'Or in Burgundy and at Aix-en-Provence.L'Arbre Celtique entry for Alisanus.	2	QQ_wiki-38-ction-38_ction-82-wiki-82--1		contraction
39	"A noble savage is a literary stock character who embodies the concept of the indigene, outsider, wild human, an ""other"" who has not been ""corrupted"" by civilization, and therefore symbolizes humanity's innate goodness."	"A noble savage is a literary stock character who embodies the concept of the indigene, outsider, wild human, an ""other"" who hasn't been ""corrupted"" by civilization, and therefore symbolizes humanity's innate goodness."	Without massive Soviet subsidies and its primary trading partner, Cuba became increasingly isolated in the late 1980s and early 1990s after the fall of the USSR and the end of the Cold War, but Cuba opened up more with the rest of the world again starting in the late 1990s when they have since entered bilateral co-operation with several South American countries, most notably Venezuela and Bolivia beginning in the late 1990s, especially after the Venezuela election of Hugo Chavez in 1999, who became a staunch ally of Castro's Cuba.	Without massive Soviet subsidies and its primary trading partner, Cuba became increasingly isolated in the late 1980s and early 1990s after the fall of the USSR and the end of the Cold War, but Cuba opened up more with the rest of the world again starting in the late 1990s when they've since entered bilateral co-operation with several South American countries, most notably Venezuela and Bolivia beginning in the late 1990s, especially after the Venezuela election of Hugo Chavez in 1999, who became a staunch ally of Castro's Cuba.	1	QQ_wiki-39-ction-39_wiki-5-ction-5--0		contraction
40	In return for the government's agreement not to pursue its case against AT&T as a monopolist, AT&T agreed to divest the controlling interest it'd acquired in the Western Union telegraph company, and to allow non-competing independent telephone companies to interconnect with the AT&T long distance network.	In return for the government's agreement not to pursue its case against AT&T as a monopolist, AT&T agreed to divest the controlling interest it had acquired in the Western Union telegraph company, and to allow non-competing independent telephone companies to interconnect with the AT&T long distance network.	The disciplines aren't all races or timed-speed events, as several disciplines test a competitor's various riding skills.	The disciplines are not all races or timed-speed events, as several disciplines test a competitor's various riding skills.	1	QQ_ction-40-wiki-40_ction-21-wiki-21--0		contraction
41	In telecommunication, Carson's bandwidth rule defines the approximate bandwidth requirements of communications system components for a carrier signal that's frequency modulated by a continuous or broad spectrum of frequencies rather than a single frequency	In telecommunication, Carson's bandwidth rule defines the approximate bandwidth requirements of communications system components for a carrier signal that is frequency modulated by a continuous or broad spectrum of frequencies rather than a single frequency	It isn't a specialized area of sociology but instead deals with broad fundamental questions about the extent and limits of social influences on individuals' lives and the social-cultural basics of our knowledge about the world.	It is not a specialized area of sociology but instead deals with broad fundamental questions about the extent and limits of social influences on individuals' lives and the social-cultural basics of our knowledge about the world.	1	QQ_ction-41-wiki-41_ction-65-wiki-65--0		contraction
42	Carson's rule does not apply well when the modulating signal contains discontinuities, such as a square wave.	Carson's rule doesn't apply well when the modulating signal contains discontinuities, such as a square wave.	Although they weren't marketed under this title until the August–September 1971 issues of New Gods and Forever People, the terms Fourth World and Jack Kirby's Fourth World have gained usage in the years since.	Although they were not marketed under this title until the August–September 1971 issues of New Gods and Forever People, the terms Fourth World and Jack Kirby's Fourth World have gained usage in the years since.	2	QQ_wiki-42-ction-42_ction-75-wiki-75--1		contraction
43	"It is a comparatively rarely used case, though it is found in some commonly used expressions, such as omin silmin → ""with one's own eyes""."	"It is a comparatively rarely used case, though it's found in some commonly used expressions, such as omin silmin → ""with one's own eyes""."	The story is told entirely in external third-person narrative; there is no description whatever of any character's internal thoughts or feelings, only what they say and do, and how they look.	The story is told entirely in external third-person narrative; there's no description whatever of any character's internal thoughts or feelings, only what they say and do, and how they look.	1	QQ_wiki-43-ction-43_wiki-66-ction-66--0		contraction
44	The prisoner's dilemma is a standard example of a game analyzed in game theory that shows why two completely rational individuals might not cooperate, even if it appears that it is in their best interests to do so	The prisoner's dilemma is a standard example of a game analyzed in game theory that shows why two completely rational individuals mightn't cooperate, even if it appears that it's in their best interests to do so	In accounting, an economic item's historical cost is the original nominal monetary value of that item.IFRS - Framework for the Preparation and Presentation of Financial Statements, paragraph 100, IASC Historical cost accounting involves reporting assets and liabilities at their historical costs, which are not updated for changes in the items' values.	In accounting, an economic item's historical cost is the original nominal monetary value of that item.IFRS - Framework for the Preparation and Presentation of Financial Statements, paragraph 100, IASC Historical cost accounting involves reporting assets and liabilities at their historical costs, which aren't updated for changes in the items' values.	1	QQ_wiki-44-ction-44_wiki-97-ction-97--0		contraction
45	"In optics, the Arago spot, Poisson spot, or Fresnel bright spot""Although this phenomenon is often called Poisson's spot, Poisson probably wasn't happy to have seen it because it supported the wave model of light"	"In optics, the Arago spot, Poisson spot, or Fresnel bright spot""Although this phenomenon is often called Poisson's spot, Poisson probably was not happy to have seen it because it supported the wave model of light"	Growth accounting decomposes the growth rate of an economy's total output into that which is due to increases in the contributing amount of the factors used—usually the increase in the amount of capital and labor—and that which can't be accounted for by observable changes in factor utilization.	Growth accounting decomposes the growth rate of an economy's total output into that which is due to increases in the contributing amount of the factors used—usually the increase in the amount of capital and labor—and that which cannot be accounted for by observable changes in factor utilization.	1	QQ_ction-45-wiki-45_ction-71-wiki-71--0		contraction
